NatEmis	Datayear	Province	ProvinceCD	Official_Institution_Name	Status	Sector	Type_DoE	Phase_PED	Specialisation	Full Service School	EIDistrict	EICircuit	Owner_Land	Owner_Buildings	ExDept	Persal_PaypointNo	Persal_ComponentNo	ExamNo	ExamCentre	GIS_Longitude	GIS_Latitude	DMunName	LMunName	Ward_ID	SP_Code	SP_Name	Addressee	Township_Village	Suburb	Town_City	StreetAddress	PostalAddress	Telephone	Section21	Section21_Function	Quintile	NAS	NodalArea	Registration_Date	NoFeeSchool	Urban_Rural	Allocation	DemarcationFrom	DemarcationTo	OldNATEMIS	NewNATEMIS	Learners2024	Educators2024
700121491	2024	GT	7	LETARE SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	5	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914085	914085	8121491	LETARE SECONDARY SCHOOL	27.85319515	-26.24656506	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800046	798026048	JABULANI	PETER KHATHUTSHELO NEFOLOVHODWE	JABULANI	SOWETO	SOWETO	1821, GAWE STREET, JABULANI, SOWETO, SOWETO	PO BOX 107 KWA-XUMA 1868	0825223725	YES	ACD	4	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700121491	99	633	23
700110320	2024	GT	7	TOPAZ SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	2	PUBLIC	PUBLIC	HOUSE OF DELEGATES(HOD)	914217	914217	8110320	TOPAZ SECONDARY SCHOOL	27.851472	-26.323226	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800009	798028004	LENASIA EXT 7	ZAKHE VINCENT NGCOBO	LENASIA	LENASIA	JOHANNESBURG	7149, TOPAAZ STREET, LENASIA, LENASIA, JOHANNESBURG	P.O.BOX 620 LENASIA 1820	0118526412	YES	ACD	5	N	NOT APPLICABLE	7/5/1996	NO	838.00	GT	NOT MOVED	700110320	99	1142	43
700110643	2024	GT	7	EMDENI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	4	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914012	914012	8110643	EMDENI SECONDARY SCHOOL	27.81372218	-26.24758057	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800130	798026055	EMDENI	TEBOGO MASHIGO	EMDENI EXT	SOWETO	JOHANNESBURG	1817, ZAMUKULUNGISA STREET, EMDENI EXT, SOWETO, JOHANNESBURG	138 KWA-XUMA 1868	0119345869	YES	ACD	4	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700110643	99	1177	32
700110601	2024	GT	7	DR BW VILAKAZI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	4	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914009	914009	8110601	DR BW VILAKAZI SECONDARY SCHOOL	27.83082424	-26.23844416	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800052	798026049	ZOLA	MOHAU HAROLD LEBAKENG	ZOLA NORTH	SOWETO	JOHANNESBURG	277, MATHEBULA, ZOLA NORTH, SOWETO, JOHANNESBURG	53 KWA-XUMA 1868	0825537946	NO	NONE	3	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700110601	99	782	31
700121681	2024	GT	7	PHAFOGANG SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	3	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914096	914096	8121681	PHAFOGANG SECONDARY SCHOOL	27.867368	-26.267159	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800033	798026063	MOROKA	JABULILE SHANDU	ROCKVILLE	SOWETO	JOHANNESBURG	2226, GUMEDE STREET, ROCKVILLE, SOWETO, JOHANNESBURG	12 TSHIAWELO 1818	0117493228	YES	ACD	4	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700121681	99	660	25
700110536	2024	GT	7	AURORA GIRLS HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	6	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914005	914005	8110536	AURORA GIRLS HIGH SCHOOL	27.84772736	-26.23880649	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800046	798026049	ZOLA	THABISO ERNEST MOLOI	ZOLA	SOWETO	SOWETO	1764, CNR ZICI & BENDILE STREET, ZOLA, SOWETO, SOWETO	X08 JABULANI MALL POST OFFICE 1868	0119303604	YES	ACD	3	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700110536	99	1023	37
700121723	2024	GT	7	REUTLWILE JUNIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	5	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914097	914097		NOT APPLICABLE	27.85925934	-26.25872212	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800033	798026059	MOLAPO	GAMBUSHE NDHLOVU	MOLAPO	SOWETO	JOHANNESBURG	708, MOLELE  STREET, MOLAPO, SOWETO, JOHANNESBURG	BOX 93 KWA-XUMA 1868	0104424515	YES	ACD	4	N	NOT APPLICABLE	11/22/1999	YES	1,672.00	GT	NOT MOVED	700121723	99	644	21
700111377	2024	GT	7	THOMAS MOFOLO SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	4	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914063	914063	8111377	THOMAS MOFOLO SECONDARY SCHOOL	27.82835843	-26.25937	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800020	798026056	NALEDI EXT 1	SARAH GWENDOLINE KGASOANE	NALEDI  EXTENTION	SOWETO	JOHANNESBURG	2332, LEPING, NALEDI  EXTENTION, SOWETO, JOHANNESBURG	P.O. BOX 170 KWA-XUMA 1868	0742297976	YES	ACD	4	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700111377	99	911	32
700111203	2024	GT	7	REASOMA SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	4	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914052	914052	8111203	REASOMA SECONDARY SCHOOL	27.83729917	-26.26867833	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800014	798026080	PROTEA NORTH	MIKE MHANGWANE	PROTEA GLEN	SOWETO	JOHANNESBURG	2001, NTLOKO STREET, PROTEA GLEN, SOWETO, JOHANNESBURG	2255 LENASIA 1820	0119801912	YES	ACD	5	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700111203	99	1640	52
700111195	2024	GT	7	PRUDENS SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	5	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914051	914051	8111195	PRUDENS SECONDARY SCHOOL	27.84433209	-26.25369094	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800021	798026057	TLADI	NAKO ARTHUR MOLOKELE	TLADI	SOWETO	JOHANNESBURG	636, LEGWALE, TLADI, SOWETO, JOHANNESBURG	297 KWA-XUMA 1868	0100233794	YES	ACD	3	N	NOT APPLICABLE	7/5/1996	YES	1,672.00	GT	NOT MOVED	700111195	99	1119	31
700132498	2024	GT	7	MNCUBE SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	6	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914116	914116	8132498	MNCUBE SECONDARY SCHOOL	27.88110452	-26.22770867	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800036	798026046	MOFOLO NORTH	CHRIS GIYANE SAMBO	MOFOLO NORTH	DUBE	JOHANNESBURG	1670, SIGASA STREET, MOFOLO NORTH, DUBE, JOHANNESBURG	347 DUBE 1800	0825525767	YES	ACD	4	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700132498	99	412	18
700111252	2024	GT	7	SEKANONTOANE SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	3	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914056	914056	8111252	SEKANONTOANE SECONDARY SCHOOL	27.86249303	-26.27371692	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800015	798026084	SENAOANE	JOSEPH GOOD MASHINININI	SENAOANE	SOWETO	SOWETO	1926, MABALANE STREET, SENAOANE, SOWETO, SOWETO	BOX 39 CHIAWELO 1818	0825526769	YES	AD	4	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700111252	99	1347	45
700132159	2024	GT	7	THUBELIHLE INTERMEDIATE SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	5	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914107	914107	8132159	THUBELIHLE INTERMEDIATE SCHOOL	27.87895326	-26.25403062	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800037	798026060	JABAVU	DONALD OLEBILE MKHENGU	WHITE CITY JABAVU	SOWETO	JOHANNESBURG	1436, NJIKELANE, WHITE CITY JABAVU, SOWETO, JOHANNESBURG	BOX 17 KWA - XUMA 1868	0119844371	YES	ACD	3	N	NOT APPLICABLE	8/31/1998	YES	1,672.00	GT	NOT MOVED	700132159	99	1113	33
700111237	2024	GT	7	SEANA MARENA SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	5	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914054	914054	8111237	SEANA MARENA SECONDARY SCHOOL	27.85509	-26.26432	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800016	798026082	MAPETLA	NTSANE ABEDNIGO MOKOENA	MAPETLA	SOWETO	JOHANNESBURG	1664, PILANE STREET, MAPETLA, SOWETO, JOHANNESBURG	BOX 160 P.O. KWA-XUMA 1868	0119861223	YES	ACD	4	N	NOT APPLICABLE	7/5/1996	YES	1,672.00	GT	NOT MOVED	700111237	99	652	26
700132043	2024	GT	7	DALIWONGA SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	6	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914105	914105	8132043	DALIWONGA SECONDARY SCHOOL	27.888647	-26.231766	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800038	798026045	DUBE	LUNGILE VERONICA NTOMBELA	DUBE	SOWETO	JOHANNESBURG	201, KOMA, DUBE, SOWETO, JOHANNESBURG	PO BOX 317 ORLANDO 1804	0119828396	YES	ACD	4	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700132043	99	1077	36
700111344	2024	GT	7	THABO SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	4	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914061	914061	8111344	THABO SECONDARY SCHOOL	27.830378	-26.257116	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800020	798026056	NALEDI EXT 1	MAUREEN PHAKA	NALEDI	SOWETO	JOHANNESBURG	1882, LEEBA STREET, NALEDI, SOWETO, JOHANNESBURG	64 KWA-XUMA 1868	0825541130	YES	AD	4	N	NOT APPLICABLE		NO	838.00	GT	NOT MOVED	700111344	99	390	17
700131953	2024	GT	7	BETHANY COMBINED	OPEN	PUBLIC	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	5	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	910198	912010		NOT APPLICABLE	27.89386846	-26.26121801	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800037	798026043	KLIPSPRUIT	THULANI NDLOVU	CARL SITHOLE CENTRE KLIPSPRUIT EXT 2	SOWETO	JOHANNESBURG	64, CHRIS HANI ROAD, CARL SITHOLE CENTRE KLIPSPRUIT EXT 2, SOWETO, JOHANNESBURG	180 ORLANDO 1803	0115271121	YES	ACD	3	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700131953	99	372	18
700110262	2024	GT	7	NIRVANA SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	2	PUBLIC	PUBLIC	HOUSE OF DELEGATES(HOD)	914194	914194	8110262	NIRVANA SECONDARY SCHOOL	27.842458	-26.326383	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800009	798028008	LENASIA EXT 3	SULEIMAN SUJEE	LENASIA	JOHANNESBURG	JOHANNESBURG	1, CNR WILLOW AND IVY STREET, LENASIA, JOHANNESBURG, JOHANNESBURG	PO BOX 4 LENASIA 1820	0118522204	YES	ACD	5	N	NOT APPLICABLE	7/8/1996	NO	838.00	GT	NOT MOVED	700110262	99	1170	37
700111260	2024	GT	7	SENAOANE SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	3	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914057	914057	8111260	SENAOANE SECONDARY SCHOOL	27.86721833	-26.274475	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800015	798026084	SENAOANE	INNOCENT ZAKHELE KHOZA	SOWETO	SOWETO	JOHANNESBURG	1105, UMKHONDO STREET, SOWETO, SOWETO, JOHANNESBURG	51 CHIAWELO P.O CHIAWELO 1818	0825520214	YES	ACD	4	N	NOT APPLICABLE	7/5/1996	YES	1,672.00	GT	NOT MOVED	700111260	99	1092	34
700111328	2024	GT	7	TETELO SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	4	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914214	914214	8111328	TETELO SECONDARY SCHOOL	27.82930475	-26.26881772	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800014	798026080	PROTEA NORTH	LINDA EUGENE MOLEFE	PROTEA NORTH	SOWETO	JOHANNESBURG	1027, LETSATSI RADEBE STREET, PROTEA NORTH, SOWETO, JOHANNESBURG	P.O. BOX 134 MOROKA 1818	0119806034	YES	ACD	5	N	NOT APPLICABLE	7/5/1996	YES	1,672.00	GT	NOT MOVED	700111328	99	1438	45
700132951	2024	GT	7	SIR ISAAC NEWTON HIGH SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	1	INDEPENDENT	INDEPENDENT	DEPARTMENT OF EDUCACTION & TRAINING(DET)	99	99	8132951	SIR ISAAC NEWTON HIGH SCHOOL	28.042553	-26.247011	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800124	798015174	TURFFONTEIN	SIPHIWE MANYIKA	TURFFONTEIN	JOHANNESBURG SOUTH	JOHANNESBURG	142, STANTON STREET, TURFFONTEIN, JOHANNESBURG SOUTH, JOHANNESBURG		99	NO	NONE		N	NOT APPLICABLE		NO		GT	NOT MOVED	700132951	99	183	11
700110999	2024	GT	7	MAPETLA HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	3	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914037	914037	8110999	MAPETLA HIGH SCHOOL	27.846135	-26.27359833	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800016	798026082	MAPETLA	STEVEN CHAUKE	MAPETLA EXT	SOWETO	JOHANNESBURG	2186, MANOTSHE STREET, MAPETLA EXT, SOWETO, JOHANNESBURG	P.O BOX 173 KWA-XUMA 1868	0825537563	YES	ACD	4	N	NOT APPLICABLE	7/5/1996	YES	1,672.00	GT	NOT MOVED	700110999	99	1483	46
700133181	2024	GT	7	TLHATLOGANG JUNIOR SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	6	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914129	914129	8133181	TLHATLOGANG JUNIOR SECONDARY SCHOOL	27.88307372	-26.24496091	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800036	798026061	MOFOLO CENTRAL	MOTLALEPULA PATRICIA MAKOE	MOFOLO CENTRAL	SOWETO	JOHANNESBURG	1371, MOKHOMO STREET, MOFOLO CENTRAL, SOWETO, JOHANNESBURG	POST BOX P.O.BOX 621 KWA-XUMA 1867 1868	0824843288	YES	ACD	3	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700133181	99	1146	36
700133033	2024	GT	7	ST MATTHEWS PRIVATE SECONDARY SCHOOL (KLIPTOWN)	OPEN	INDEPENDENT	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	5	INDEPENDENT	INDEPENDENT	DEPARTMENT OF EDUCACTION & TRAINING(DET)	99	99	8133033	ST MATTHEWS PRIVATE SECONDARY SCHOOL (KLIPTOWN)	27.88327806	-26.25988473	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800033	798026063	MOROKA	EVA SKOSANA		ROCKVILLE	SOWETO	818, VILAKAZI STREET, , ROCKVILLE, SOWETO	PO BOX 33 KLIPTOWN 1812	0119844305	NO	NONE		N	NOT APPLICABLE		NO		GT	NOT MOVED	700133033	99	627	24
700132571	2024	GT	7	MORRIS ISAACSON SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	6	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914121	914121	8132571	MORRIS ISAACSON SECONDARY SCHOOL	27.87188392	-26.24592501	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800035	798026060	JABAVU	SIKHETO BEGOOD HLAVANGWANI	C W J	SOWETO	JOHANNSBURG	1349, MPHUTHI STREET, C W J, SOWETO, JOHANNSBURG	PO BOX 11 KWA XUMA 1868	0101008739	YES	ACD	3	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700132571	99	1040	33
700111120	2024	GT	7	NGHUNGHUNYANI COMPREHENSIVE	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	3	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914048	914048	8111120	NGHUNGHUNYANI COMPREHENSIVE	27.87422685	-26.27844321	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800019	798026085	CHIAWELO	MZIYAFANA STEPHEN DUMA	CHIAWELO		JOHANNESBURG	508, DUBE ROAD, CHIAWELO, , JOHANNESBURG	34 CHIAWELO 1818	0119841000	YES	ACD	3	N	NOT APPLICABLE	7/5/1996	YES	1,672.00	GT	NOT MOVED	700111120	99	647	25
700111112	2024	GT	7	NALEDI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	4	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914047	914047	8111112	NALEDI SECONDARY SCHOOL	27.83081497	-26.25059267	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800020	798026056	NALEDI EXT 1	CHARLES MORE	NALEDI	SOWETO	JOHANNESBURG	378, NAPE, NALEDI, SOWETO, JOHANNESBURG	892 KWA-XUMA 1867	0848761716	YES	ACD	4	N	NOT APPLICABLE	7/5/1996	YES	1,672.00	GT	NOT MOVED	700111112	99	881	26
700132746	2024	GT	7	DR. BEYERS NAUDE SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	6	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914123	914123	8132746	DR. BEYERS NAUDE SECONDARY SCHOOL	27.89575843	-26.24236727	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800038	798026045	DUBE	JOSEPHINA MATINI NTSHANI	DUBE	SOWETO	JOHANNESBURG	1380, PIONEET AVE., DUBE, SOWETO, JOHANNESBURG	BOX 477 DUBE 1801	0671477493	YES	ACD	4	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700132746	99	490	17
700121061	2024	GT	7	SIR JOHN ADAMSON HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	1	PUBLIC	PUBLIC	HOUSE OF ASSEMBLY(HOA)	914211	914211	8121061	SIR JOHN ADAMSON HIGH SCHOOL	28.02107667	-26.26208833	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800055	798015192	WINCHESTER HILLS	MICHAEL WILLIAM MEYERS	WINCHESTER HILLS	JOHANNESBURG	JOHANNESBURG	300, RIFLERANGE ROAD, WINCHESTER HILLS, JOHANNESBURG, JOHANNESBURG	82123 SOUTHDALE 2135	0116802453	YES	ACD	5	N	NOT APPLICABLE		NO	838.00	GT	NOT MOVED	700121061	99	2161	73
700120188	2024	GT	7	KLIPSPRUIT-WES SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	2	PUBLIC	PUBLIC	HOUSE OF REPRESENTATIVES(HOR)	914169	914169	8120188	KLIPSPRUIT-WES SECONDARY SCHOOL	27.87376694	-26.2914685	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800011	798015212	KLIPSPRUIT WEST	FARIED DAVIDS	KLIPSPRUIT WEST	ELDORADO PARK	JOHANNESBURG	70, SAN SALVADOR STREET, KLIPSPRUIT WEST, ELDORADO PARK, JOHANNESBURG	1094 ELDORADOPARK, 1813	0836905424	YES	ACD	4	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700120188	99	821	28
700121210	2024	GT	7	ALTMONT TECHNICAL HIGH SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	3	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914136	914136	8121210	ALTMONT TECHNICAL HIGH SCHOOL	27.84249163	-26.28117763	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800010	798026089	PROTEA SOUTH	MANDU MAFATE	PROTEA SOUTH	SOWETO	JOHANNESBURG	24936, CNR ALEKHINE & STANTON RD, PROTEA SOUTH, SOWETO, JOHANNESBURG	901008 BERTSHAM 2013	0102330255	YES	ACD	1	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700121210	99	1199	50
700111682	2024	GT	7	S B S M PRIVATE SCHOOL	OPEN	INDEPENDENT	ORDINARY SCHOOL	COMBINED SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	2	INDEPENDENT	INDEPENDENT	NEW EDUCATION DEPARTMENT	99	99	8111682	S B S M PRIVATE SCHOOL	27.843431	-26.323478	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800009	798028008	LENASIA EXT 3	JATEEN NANA		LENASIA	SOWETO	24, SALVIA STREET, , LENASIA, SOWETO	P.O.BOX 1454 LENASIA 1820	0118522211	NO	NONE		N	NOT APPLICABLE		NO		GT	NOT MOVED	700111682	99	291	33
700121236	2024	GT	7	BHUKULANI SECONDARY SCHOOL	OPEN	PUBLIC	ORDINARY SCHOOL	SECONDARY SCHOOL	ORDINARY	JOHANNESBURG CENTRAL	6	PUBLIC	PUBLIC	DEPARTMENT OF EDUCACTION & TRAINING(DET)	914069	914069	8121236	BHUKULANI SECONDARY SCHOOL	27.86755684	-26.23335997	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	CITY OF JOHANNESBURG METROPOLITAN MUNICIPALITY	79800046	798026047	ZONDI	MARTIN SADIKI	ZONDI	SOWETO	SOWETO	666, MASINGAFI STREET, ZONDI, SOWETO, SOWETO	P.O BOX 209 DOBSONVILLE 1863	0825531256	YES	ACD	3	N	NOT APPLICABLE		YES	1,672.00	GT	NOT MOVED	700121236	99	1413	47
